id,text,label,type_,tweet_id
1987,اتمنى ان ارى دولة عربية واحده تصل الى ما وصلت اليه تركيا هذه الأيام  ما هي الحماقات التي ارتكبها اردوغان بنظر زعماء العرب #ثورة الأخلاق  via @YouTube  .,0,training,'955379293617639424'
1988,RT @ibex42004 نيويورك تايمز قايله علي مرسي الاستنبن #لول   هههههههه,1,training,'205339673403457537'
1989,#طلايع_الجيش الله عليك ياميدو، تسلم راسك ياحبيب والديك,0,training,'953336184603848706'
1990,@AlsowidahZaid السلام عليكم باستفسر عن مراكز الحضانات في كوريا انا جاي سياحة كم يوم ؟ هل من نصائح او ترشيحات او معلومات تساعدني ؟ وجزاكم الله خيرا,0,training,'956019880876298242'
1991,هو اللي اجنا فيه ده بجد و لا Reality Show ؟! #نور_فيرسيس_اخوان   #مرسي #مصر,1,training,'303469238058876928'
1992,#أخبار_عربية_و_عالمية #أخبار_عالمية ترامب يعلن انتهاء برنامج «داكا» لحماية المهاجرين صغار السن اعتبر الرئيس الأميركي دونالد ترامب أن برنامج «داكا» للمهاجرين الشباب «انتهى على الأرجح»، فيما نفى والبيت الأبيض صحة تصريح له عن علاقته الجيدة مع كيم جونغ أون.…,0,training,'952681881614540801'
1993,جمال مبارك اتعدى ع حبيب العادلي جنسيا,1,training,'204954757008343041'
1994," واحد كاتب في صفحة خيرت الشاطر ""اللهم أهلك الأمريكان ماعدا والدة الشيخ حازم واخوته وأبناء الرئيس مرسي"" ههههههه",1,training,'245785272636280832'
1995,.أكبر خطأ.هو الاستثمار في العملات الرقمية في هذا الوقت السبب.يعود لعدم اعتراف الصين بها وأيضا كوريا الجنوبية البيتكوين المفروض تروح إلى30الف ولكن بسبب الاخبار التي صدرت من الصين سقطت من20إلى10 والسبب الثاني والأهم هو استخدامات البتكوين الي من وجهة نظري أنها حرام,0,training,'955935771067904000'
1996,@MARAMSAAD3322 الى وقت قريب كان يمنع دراسة الأجانب في الجامعات السعودية،ولكن عرابة الخريف العربي هيلاري كلينتون، طالبت بالتجنيس,0,training,'949712520276738050'
1997,من راي مرسي مرسي يدي لوزيره قلادة النيل,0,training,'269773296088801282'
1998,#امريكا_بلد_اللامعقوليزم و حتى #هيلارى و حتى #اوباما. قد تفاجأ مثلك,0,training,'948459302397923328'
1999,. لو سقط مرسي يعني كل سنه رئيس جديد :),1,training,'352503116022820864'
2000,  الرئيس الأسبق بل كلينتون وزوجته هيلاري توقفا في محطة وقود ، وفجأة نزلت هيلاري من السيارة وتوجهت لعامل المحطة البسيط,0,training,'948677388052910080'
2001,#سوريا   بشار الأسد في خطابه التشبيحي كالعاهرة التي تتحدث عن الشرف,1,training,'209210527237423104'
2002,#مقاطعه_شركه_STC_للاتصالات لأبد من وقفة صادقة من هيئة الإتصالات بخوص التلاعب وضعف الإنترنت في السعودية والعميل يجد نفسه محتار بين شركات زين وموبايلي وstc قلتها مرارا وتكرارا افعلها يا محمد بن سلمان وفكنا من الأحتكار ادخل الشركات الأجنبية مثل كوريا ،اليابان ،الولايات @STC_KSA,0,training,'955934836304334850'
2003, . وقالت عن اللي مانكلمهم يستلم الابن مكان الأب 😊 . هذي يجيها تسريبات كلنا نؤمن بالله ولايعلم الغيب غيره جل في علاه لكن المرأة هذي علاقاتها قوية + ذكيه,0,training,'955929152875573248'
2004,موت القذافي ذكرني بفلم تروي #براد بت اذبحه صعلوك والقذافي ايضا #٤٢ سنه مينن العالم وهذي نهايتك   القدر,1,training,'127331531579588609'
2005," 🚫 🔥 السيسي ""يكلف مدير مكتبه"" عباس كامل بتسيير أعمال جهاز المخابرات العامة",0,training,'953991397933232129'
2006,حيثيات حكم مبارك بتقول أن قتلة الشهداء عناصر إجرامية وأجنبية مش بعيد يطلعوا الإخوان وحماس   #أنا_اللي_قتلت_الشهداء,1,training,'209973572184178688'
2007,يانهار اسود احنا طالبنا بتنحي مبارك بيستعين بابنه جالنا رئيس عين صهره واقاربه في وظايف كبيره عيني عينكً واحنا ساكتين   بجد يا #مصر,1,training,'329954176635396097'
2008,#بوتين في رحلة سباحة ببحيرة روسية واحتفال بتعميد يسوع . #روسيا,0,training,'954187892410212355'
2009,المجاهد التويترى مؤمن قاهر بنى علمان   #عبث #الاخوان # حقيقة #مصر #الرئيس | حقوق دوت كوم: عبر @hoqookdotcom,1,training,'331112544796295169'
2010,#هتلر ) هو الذي قتل اليهود بربع شنب ( #نيوتن ) هو الذي اگتشف جاذبيہ الارض ( #القذافي ) هو الذي اضحگ شعوب الارض ( #جورج_بوش ) الرجل الذي گرهتہ الانسانيہ ( #ابن_لادن ) الرجل الذي دمر ابراج امريگا ( #اوبرا ) المرأه التي احبها العالم ( #انت ) !!!! معملتش حاجہ غير انگ قريت البوست😂,0,training,'955177939712212999'
2011,ملخص خطبة اليوم_شفيق ابن كلب زبالة.و مرسي حلو و سكرة.....,1,training,'208521234491768832'
2012,  هههههههههه السيسي هيرشح نفسه للرئاسة المصدر جريدة اليوم السابع:...,0,training,'358199742733365250'
2013,السيسي يكلف اللواء عباس كامل بتسيير أعمال جهاز المخابرات العامة  قوم احنا اتخضينا بقى!!,1,training,'953976336531509250'
2014,#سامي_عنان_رئيس_مصر_الشرعي الله يفك اسرك يا مرسي ونشوف اللي حطوك باذن الله في قاع جهنم,0,training,'955925712669724672'
2015,#يناير_حلم_ومكملينه ثورة حق ثورة عدل ثورة شعب لن يهزم الحق و العدل و الشعب مكملين الى محاكمة الخونة و اعادة الشرعية د. مرسي رئيسي به افتخر,0,training,'955884286145712129'
2016,هو #باسم_يوسف بيتحقق معاه ولا بيسجل الحلقة النهاردة .   #مصر,1,training,'318314053942530048'
2017,#قلب_البنت_بيشيل_كام ايام #سوزان كان بيشيل واحد اما دلوقت اكيد زاد,1,training,'954439733412810756'
2018,لقد اقتربت خطوة إلى الفوز بالرئاسة وبدأت بسحق منافسي الواحد تلو الآخر بانتظار مواجهة العبد اللقيط اوباما #q8 #السعودية #فلسفة  ,1,training,'177428701447847937'
2019,#أردوغان يحاول تقليد #بوتين في تصريحاته وتحركاته السياسية وظهوره الإعلامي وحتى في طريقة استحقاره لأتباعه!,0,training,'953372827222192130'
2020,#سامي_عنان سبحان الله الوليد بن طلال واخوته واولاد عمومته فى السجن يعذبون شفيق وزمرته محتجزون سامى عنان وعصابته فى السجون كل من ظلم الدكتور مرسى يدفع الثمن غاليا,0,training,'955876585181237248'
2021,#المخابرات من التسريبات راح ممسكها ل #عباس_كامل,0,training,'953993774857965569'
2022,‏ما تكون تفجيرات نووي من كوريا الشمالية ‏ ‏ #لبنان #تفجير_بوسطن @AkikiJoyce,1,training,'323904781787729921'
2023,#كوريا_الشمالية قال قبل يومين إن لديه زرا نوويا موجود دائما على مكتبه…! #ترامب رد عليه اليوم بقوله: وأنا لدي أيضا زرا نوويا لكنه أكبر وأقوى ويعمل بكفاءة…!  فعلا الإثنين مجانين!!! #امريكا #البيت_الابيض,1,training,'948507702807932929'
2024,باسم يوسف فى الكبير اووى طلع,0,training,'363102345376186368'
2025,#كلمه_لعنان_مرشح_الاخوان قطر إخوان أوباما إخوان هيلاري إخوان نيويورك تايمز إخوان ألمانيا إخوان ميركل إخوان تركيا إخوان  لما كل دول إخوان يبقي ليهم الحق يحكموا العالم مش بس مصر,1,training,'955631703434956801'
2026,#صباح_العربيه  كلا كوريا وسافرت  😭 💔 ولا كونسيرت وحضرت  😭 💔 ولا حتى حدث النافورة قدرت اسافر لدبي واشوفه  😭 💔 عالاقل ابي البوم فيه توقيعاتهم احس شويه اني محظوظة واحس اني واخيرا صرت قريبة منهم حتى لو كتابه وتوقيع مافي مشكله والله  😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 💔,0,training,'956035299028717569'
2027,"قناة ""الحافظ"" الإسلامية فيه شريط بيمشي تحت - كل شوية يجيبوا مرسي راكب عربية (صورة كرتونية) و العربية بتاخد الشاشة من الشمال لليمين -",1,training,'275222050312962048'
2028,باسم يوسف داخل بكشاف,1,training,'338031323434323968'
2029,"#للخضر_فقط قال الشيخ معمر القذافي رحمة الله: إن الاخوان المسلمين اصبحو ""ناس باهيا والمفرقعات ومش عارف إيش هذيكا...",1,training,'955060572449488901'
2030,@queen100__ حد يعملها منشن ويقولها مرسي علي بلوك تويتر والواتس وان برن وتكنسل ومتردش 💔💔💔😅😅😅,0,training,'955882505114177541'
2031,#عفرين- #اردوغان: لن نتراجع عن #عملية_عفرين ولدينا اتفاق مع #روسيا,0,training,'955406121245790208'
2032,أحسنت..وداعش صناعة امريكيه إسرائيلية..كما صرحت بذلك هيلاري كلنتون,0,training,'950413365091946497'
2033,#إنتخابات2018 على طريقة الإنتخابات في روسيا كل الطرق تؤدي إلى بوتين,1,training,'955774044590235648'
2034,اذا كان دكتور كشف العذرية خد براءة...اذن مبارك سيطلب تعويض عما قريب #مصر,1,training,'178957163199336448'
2035,الاسطورة تقول ان انهاردة يوم تاريخى باسم يوسف فـ الكبير و اوكا واورتيجا فـ الزمبيل هههههههههههههههههههههههه يا نهار ضحك,0,training,'363015958664712192'
2036,لهذا السبب.. امر ’’كيم جونغ أون’’ بإزالة صوره من بيوت المواطنين!:,0,training,'951777789656608768'
2037,المهم ألا يتجاوز قلقه #أوباما الخط الأحمر ..   @YZaatreh,1,training,'336784192761364482'
2038,عزب شو يُقلّد #حبيب_العادلي وزير الداخلية السابق في عهد المخلوع مبارك -   و #كوميدي:,0,training,'316482683414904832'
2039,#عقاب_صقر قد ما هو قوي و حرّر سوريا و رجّع الحريري و نجّح ترامب و عمّر الأهرامات على شوي بتحسّه #محمد_المولى بعز شبابه,1,training,'953964439350464517'
2040,لو كنت تقدر تمحي #إيران مكنتش أترددت ثانية يا #أوباما فبلاش فتحة الصدر وكلام طق الحنك ده..عيب ده أنت رئيس #أميركا !,1,training,'250611506323021825'
2041,- خبر هام: (اسقف روسى ..لن انتخب بوتين وسادعوا لعدم انتخابه) - تعرف على جميع الأخبار عبر مسيحيو مصر -,0,training,'955606555013058561'
2042,لبطة الچبد:هل تعلم أخي الثائر في البحرين:عندما تسلم خليفة بن سلمان منصب رئاسة الوزراء كان الرئيس الأمريكي أوباما في الروضة؟   #Bahrain,1,training,'276826505978449920'
2043,#عباس_كامل بتيسير أعمال جهاز المخابرات العامة لحين تعيين رئيس جديد الدرديري مدرس تاريخ وفرنساوي لحد ما يجيبوا مدرس فرنساوي 😂😂,0,training,'953974350713180160'
2044,"يا حبيبي لو تصير استفتاءات الجزيرة هي البديل للاستفتاء الشعبي في دول الربيع العربي , قالك استفتاء الجزيرة يقول ان الاغلبية تساند مرسي",1,training,'272771128844496897'
2045,quot;إعلان طهرانquot;: قرار ترامب بشأن القدس يهدد السلم والأمن الدوليين - الضفة الفلسطينية  via @AddThis,0,training,'953906839418220544'
2046,"قبل شهرين تقريباً ذهب إثنين من شباب التوحيد لمناظرة فلول #الجامية في البحرين , فسألوهم هل بشار الأسد والقذافي كفار ؟ قالوا : لا !!",1,training,'260446729344778240'
2047,دولة الانقلاب العسكري خائفة ومرتبكة وعلى رأسها بطحات وغير قادرة على اتخاذ قرار فبعد حبس مرسي بتهم التخابر تم التراجع عن الامر عسكريا,0,training,'359074988503994369'
2048,مبارك طلع براءة ههههههههههههه وفي 26 جندي اتقتلوا هههههههههههههه يخربيتكوا دا أنتو   هي مال أحداث البلد قلبت علي #كوميدي كدا ليه,1,training,'369505388921511937'
2049,#مرسى ده   أوى :),1,training,'350005591705526274'
2050,#عباس_كامل بتسيير أعمال جهاز المخابرات العامة #ايد_واحدة_ننقذ_بلدنا,0,training,'953979637637541889'
2051,#مصر شأن يخص أهلها لكن كنت ولا زلت أحب الرئيس محمد حسني مبارك ومحد يقدر ينكر وجوده قبل كزعيم عربي مؤثر وقائد عظيم .. وحسبي الله في مرسي وأردوغان وتركيا والاخونجية 🙃..,0,training,'955840494663290880'
2052,هذا العالم الذي يخدعكم و يقوللكم عالم متمدين ، هذا عالم همجي ، بربري، متخلف ، منحط هو الذي سبب كوارث للبشرية  معمر القذافي,0,training,'955341682911993862'
2053, جبهة الإنقاذ تهدد بالدعوة لانتخابات رئاسية مبكرة إذا لم يستجيب مرسى لمطالبها...ويقولك الحشيش بقه شمال :D:D   #مصر,1,training,'295914890873417728'
2054,@SarahElHilaly ‎  تأخر خطاب #مرسى يثير السخرية سأعتذر عن رحلة الفضاء لأنى ما أقدرش أسيب E GYPT .. فى الوقت الـ Hard ده .خيرت مش Accept,1,training,'305803046527574016'
2055,نعمـ لعدمـ الأستقرار :))))))))))))) كلمه عمى أيامـ مرسى xD #هياس #فصلان,1,training,'355846884516040706'
2056,الرئيس محمد مرسي ابويا يبقي انا كمان حفيد عمر بن الخطاب أنا كمان,1,training,'277163967464480769'
2057,اتحدىاذا كان العقد مدفوع من قبل النادي !!! بل تم دفع ملايين للنادي لكي يركونوهم في دكة الاحتياط فقط .. شراء اماكن للاعبين كما فعل ابن الساعدي القذافي بدفع ملايين لنادي سامبدوريا وغيره لكي يلعب لهم,0,training,'955210776532455426'
2058,اتفاجات ب اوباما ف قايمه ماتش المقاصه 😂😂,0,training,'955766991234715648'
2059,#هونغ_كونغ جانبا من رسالة الفن في كوريا الشمالية الذي يروج في هذه اللوحات لأفكار وأيديولوجيات الحكومة الشيوعية وتعزيز القيم الاشتراكية عند الشعب,0,training,'955867720872026113'
2060,#السيسي ب الكلام الفاضي  #رسالتك_للدوار_الرابع #اقترح_ضريبة_على_الحكومة #زغرتي_يا_انشراح,1,training,'953967018872594432'
2061,#القدس عاصمة للكيان الصهيوني ببيانات الشجب والاستنكار.  كانت #حماس ورجالها يجهزون للرد ولكن بالطريقة التي يفهم هذا المحتل فكانت #عملية_نابلس رسالة #القسام للعدو أن هذه الأرض مهما بلغ جبروتكم ستبقى محرمة عليكم.  #امجاد_الضفة,0,training,'953897884528926720'
2062,@sarafikry_ عمري مانسى لما كان جريدة الاهرام بتتعامل مع الاكونت دا على انه اوباما فعلا :),1,training,'253269101449969664'
2063,#معمر . مع اني لا أنكر زعامة #السعودية لكن بدون الوهابية,0,training,'955105624156786688'
2064,"masdrnews ""دفاع البرلمان"": قمة السيسي ديسالين انفراجة للمشهد بين مصر وإثيوبيا",0,training,'953980121089789952'
2065, دا ملحقش يتهنى ويعيش جو المرشح السياسى والله,1,training,'955911580155248640'
2066,شفيق: محاكمة مبارك تثبت أنه لا أحد فوق المحاسبة وهي درس لكل رئيس قادم   :D :D,1,training,'208897014363201536'
2067,انو كيف أردوغان بيستخدم الغاز المسيل او خراطيم المياه ضد شعبو..معقول؟! ليه ما تعلم من النظام الشقيق استخدام سكود والطيران والكيماوي,1,training,'340865590422028290'
2068,"#طبيب_الفلاسفة في الندوة التثقيفية للقوات المشلحة بيقول:- ""المصريون هم كل من يطلق عليه مصري"" ●والله العظيم أني حاسس إن ده ذنب تريقة المصريين على القذافي #رقاصة_وبترقص 😂😂",1,training,'955432849192161280'
2069,#يناير فكل ما حدث ويحدث يصب في مصلحته وابنه جمال، #السيسي ينفذ مخطط الفوضي باقتدار,0,training,'955835725932613632'
2070,1. رسائل البريد الإلكتروني هيلاري كلينتون تثبت أن حكومة الولايات المتحدة والبيت الأبيض يعرف تمويل قطر لداعش اعترف كلينتون في محادثة عبر البريد الإلكتروني أغسطس 2014 حصلت عليها ويكيليكس أن حلفاء الولايات المتحدة قطر ترسل الأموال والأسلحة إلى داعش 2014 كان ذروة الرعب خلال صعود داعش,0,training,'951088244065783808'
2071,#رسميا_رفع_اسعار_البنزين الحين عرفنا قيمة هيلاري كلينتون😂,1,training,'947618507096776709'
2072,(من يريد ان يهد ميزانيه إسرائيل فليأتي بوزيرين من عُمان) طبعاً هو إشاعه لمّا قالوا القذافي قايلنه، بس يعني المثل صح مَ فيه أغلاط 🌚💔. #عمانيون_بلا_وظايف4,1,training,'954802471347654656'
2073,#مرسي هيقول مفاجأة النهاردة الخميس علشان #باسم_يوسف صور الحلقة امبارح :)) معقولة بقي فى   كدة يا #مصر ؟؟,1,training,'291888523517243392'
2074,بيقولك النائب العام يحيل باسم يوسف لنيابة امن الدولة بتهمة نشر أخبار كاذبة...!! #عبث   !!,1,training,'318815598509428739'
2075, #إنقلاب ولسه الي جي أحلى   #مصر #ثورة #مرسي_الرئيس,1,training,'363097021256712192'
2076,#حكايه_وطن #السيسي :نفذنا 11الف مشروع ف 4سنين ف 365يوم =1460 يوم يعني تقريبا 8 مشاريع يوميا ...مابتحصلش في اغنى دول العالم وعلى حد علمي انه قال لنا ..انتو مش عارفين ان احنا فقرا قوي فقرا قوي #استحمار_شعب_مصر,0,training,'953994123039604736'
2077,يارب ارحمنا من عِلم غير المُتعلمين و رئاسة المساجين. #مصر #مرسي #الإخوان,1,training,'293442412951506944'
2078,#فيتو| بـ #الفيديو|.. لحظة طرد مراسل #CNN من #البيت_الأبيض بأمر من #ترامب شاهد من هنا..,0,training,'953862316629659648'
2079,"Hamze Tekin: الآن إنجاز استخباراتي هام 🇹🇷... قوات خاصة تركية تلقي القبض على قيادي كبير في تنظيم ""داعش"" الإرهابي هرب من مناطق سيطرة تنظيم PYD الإرهابي شمالي سوريا إلى الأراضي التركية",0,training,'955923388224155648'
2080,بوتين بيقول انو قصة سوربا ما بتنحل بلا قنينة قودكا والثاني بقلة لا نبيذ فرنساواي. شي بضحك مثللاً؟؟   وأكل..,1,training,'307491927039832065'
2081,بيقولوا مبارك خد براءة فى قضية دلوقتى ولسه قضايا كتير مستعجلين ع الراجل ليه خليه يلمهم براءة براءة كلهم ورا بعض حقه يا جدعان الله,1,training,'369436675857854466'
2082,#مرسي ماصدق قعد على كرسي الرئاسه عقب ما كان منبوذ ومطارد ثم مسجون من قبل السلطات المصرية السابقه #ماذا_تقول_لمصر_الآن,1,training,'352110053366575106'
2083,ناس تيب برازيل وناس ارجنتين وناس الكاميرون.. ومنتخب الكويت فلبين و سوريا واذا يبيها عالميه يب مصر,1,training,'257429442090135552'
2084,شوفتونا وإحنا بنوجه الأزمه   #مرسى,1,training,'341533851966918656'
2085,مرسي كان بيضرب امثلة من افلام امريكاني و لما كان في امريكا كان بيصحي كل يوم الصبح علي صباح الخير يامريكا,1,training,'273925240189485056'
2086,#عيد_ميلاد_هيلاري كل سنه وانتي طيبه وبخير والفرحه ماتفارق دنيتك ابدا🙋,0,training,'951830109194944512'
2087,#كوريا_الشماليه #كيم_جونغ_أون و #ترمب يسوقها علينا وهم سمن على عسل,0,training,'948556334290612229'
2088,#الشيخه_موزا_مصدر_فخرنا عندما نذكر الشيخة موزة لا بد ان نذكر تنمية الطفل والمرأه وبناء الانسان في كثير من الدول ، ولها بصمات كبيرة بها ، حتى اصبحت انموذج يتحتذى به ، وكل من يشكك وينتقد فهو اعمى البصر والبصيرة,0,training,'953359466610790401'
2089,#مرسي بأخون الدولة مبروك ل #مصر الدولة بعد السيسي كلها #بلحه,1,training,'955895560493588480'
2090,احتفالا بعيد الغطاس.. بوتين يغوص في مياه متجمدة (فيديو),0,training,'954404188297027585'
2091,#السيسي كان ناقصله شوية ويقولهم سعيكم مشكور يا جماعه ومنجلكمش في حاجه وحشة,1,training,'360204125968928768'
2092,أردوغان معصب ويمهل النظام السوري 4 سنوات ...!     #سوريا,1,training,'251250343994867712'
2093,الأمن و الأمان موجودين في مصر... شوف مبارك و العادلي مثلاً,1,training,'164834031408648192'
2094,#يازين_ذكر_الله كلين ناين منتج تخسيس امريكي مكون من مواد طبيعية وامنة 🌵  🔽المكونات: عصير صبار الالوفيرا لتنظيف الجسم من السموم والدهون🍹 الفايبر: عبارة عن الياف لتحسين عملية الهضم الترا لايت : بوتين نباتي يعتبر بديل للوجبات ويمد الجسم بكل مايحتاجه للتواصل عالخاص🌱,0,training,'955361929534607361'
2095,مرسي اتعصب .... انا خفت !!   #مرسي,1,training,'352183693797883904'
2096,@Youssefalhosiny خبر #قطر تطلب من مصر تهيئة الظروف لاستقبال استثمارات ضخمة .. مش فاهم يعني #مصر تلبس بيبي دول وتنيم العيال يـ   القدر,1,training,'270969174061367296'
2097,  التليفزيون المصرى يقطع الاتصال عن متحدث وزارة الصحة لروايته الحقيقة #مصر #مجزرة_الحرس_الجمهوري””,0,training,'354329025583382528'
2098,#سامي_عنان ده حسني مبارك في عز ظلمه مكنش كدا,0,training,'955781210307006465'
2099,#المرسى نخطى الصعب #مرشح_استبن   #مرسى_كاريزما,1,training,'194792023751000064'
2100,#بشار بموافقتها على لجوءه؟! ولا #المبادئ صارت ( # مهزله #كوميديا   ) #السعودية #الرياض #جدة #الخبر,1,training,'176662556914614272'
2101,#خذها_قاعدة  لا يــلــيــق لــكــرســي الــرئــاســة حلاق.  #الحلاق_اوباما #الحلاق_هيلاري_كلينتون #الحلاق_تيريزا_ماي,0,training,'947166699148709888'
2102,#فضيحة_الاعلام_المصري  اشرف يطلب من عزمي مجاهد سب . امير قطر وامه الشيخة موزه وهو بيتكلم عن قمة الخليج,0,training,'951500328138133504'
2103,"#مقاطعة_أم_مقاومة وبنفس القياس تقدر تقولي ايه شرعية بقاء مبارك في الحكم ٣٠ سنة؟!! وايه ادى له هذه الشرعية إلا سكوتنا عليه؟ ولما ثورنا قالت هيلاري كلينتون ""مفيش مشكلة وأنا واثقة إن مبارك لازال قادر على السيطرة على هذه المظاهرات وحل مشاكلهم؟!"" .. ما أسقطه وسحب منه الشرعيةهو اصرارنا",0,training,'953088179078418432'
2104,#عاجل| #أردوغان: نحن في #عفرين ليس لقتال الأكراد بل لمحاربة الإرهاب وللإشارة يوجد في عفرين أيضا عرب وتركمان,0,training,'955407290965819392'
2105,News1- التجاذب الأميركي - الروسي في زمن بوتين وترامب بقلم: د. خطار أبودياب,0,training,'954661163412926464'
2106,الواد باسم يوسف ده مرزق .. الحوار ده مادة خام للتريقة تكفيه سنتين,1,training,'306506304833335296'
2107,بشار احذر غضب العرب فأنهم إذا غضبو غيرو صورة العرض و غردو في التويتر,1,training,'207124319178997760'
2108,#مرسي غار من حب الشباب لـ #البرادعي على #تويتر .. فا قال اما اعمل بيج ليا على #الفيس_بوك انا كمان .. راجل   بجد,1,training,'215235609663512578'
2109,#مصر .. خالد أبو بكر: عظيم، أهلا بيك!   😂,1,training,'341296189850918913'
2110, 😂 😂 😂 😂 هيا جميزه حوووووله. وانا بقول. ليه ساركوزي. وبيريز. مركزين عليها. جامد. كده,0,training,'952601728637161472'
2111,اذا حسني مبارك طلعوه برائه.. احتمال بشار الأسد يكون من الصحابة المبشرين بالجنة!!   #مصر #سوريا,1,training,'370911804433915904'
2112,  قرر الرئيس محمد مرسى بتخليه عن منصب رئيس الجمهورية وكلف المرشد العام بأدارة شؤون البلاد والله الموفق والمستعان :D,1,training,'295592545218617345'
2113,#مفتي_سوريا أحمد حسون يدعو السوريين إلى ال#جهاد إلى جانب #الجيش_السوري ورئيسه #بشار_الأسد ..   #قمة_المسخرة,1,training,'310863369135599617'
2114,نرحب بالرئيس محمد حسني في الخرطوم ... كلمة البشير مرحباً بمحمد افندي مرسي,1,training,'319901129276280832'
2115,نادي النصر السعودي يعلن تعاقده مع مرسي ☺ هههههههههههههههآي   ☺,1,training,'352508707860512770'
2116,أهو فاروق الشرع بس يعلن انضمامة للثورة ولو قبل بخمس دقائق من سقوط بشار رح يتم استقباله استقبال ابو سفيان و عفا الله عمّا مضى,1,training,'280407509125193728'
2117,… وقفوا في امريكا المشروع البحثي لمرضى السكري حسبى الله ونعم الوكيل في ترامب,0,training,'953762667197583360'
2118,@tarekamr0o0 هههههههههه لسه كنت بفكر دلوقتي بقي باسم يوسف يطلع يمسح البلاط بمورتا و #مرسي يطلع يلقح عليه من بعيد,1,training,'315957643283951616'
2119,#عفرين. يا #شبيحة_اردوغان عفرين لن تسقط امام #العثماني ولن يخرج سكانها بالباصات الخضر مثلكم وفوق ذلك سلمتم أكثر من ٣٠٠ منطقة في ادلب للنظام. روح أندب على شرفك الميت بدل ماتفرح على بيعك,0,training,'954600813711814656'
2120,7-وأغرب ما في الأمر تبادل التهم بينهم بخصوص التطبيع مع إسرائيل. لكن من يعلم الدواخل يعلم أنه لا يوجد نظام عربي واحد ليس مطبعا مع إسرائيل بمن في ذلك أكثر زعماء العرب عنترية أعني المرحوم القذافي. فما من سياسي عربي في الحكم أو في المعارضة لم يطلب وساطة إسرائيل لنيل رضا أمريكا.,0,training,'955019885863718912'
2121,#مصر كل مامرت السنين ترسخ حكم سيسي، انتزعوه من جذوره قبل لا تتمدد في عمق الأرض وتنعاد عليكم سنوات تيه حسني مبارك,0,training,'955771296343879680'
2122,@SaifAlIslam_G):  رسالة إلى اردوغان:  لقد حاولنا منازعة السعودية الزعامة العربية والإسلامية وحاول صدام أيضا، وقبله عبدالناصر رحمه الله، وفالنهاية بقيت السعودية زعيمة للعالم العربي والإسلامي وذهبنا نحن. أنت تكتب نهايتك.,0,training,'955345707090706433'
2123,مايكل نبيل الآن في لقاء على الهواء بالتليفزيون الإسرائيلي القناة الأولى برنامج من تقديم يعقوب أخيمئير #مصر #الاستفتاء #التحرير   #مرسي,0,training,'282567545649762305'
2124,#الخليج الطاغية صدام حسين بطلاً أسداً لأنه حارب إيران و الطاغية بشار يجب ان يسقط ليس لانه دكتاتور لأنه حليف لإيران.   #GCC,1,training,'261061637132414976'
2125,سؤال سهل: إللي في محمد محمود كانواعاوزين إيه!! القصاص!! أهو مرسي هيعيد المحاكمات!! أمال لسا مستنين إيه طيب!! أصل معترضين على القرار,1,training,'271697946439979008'
2126,مشروع داعشية تطلب العفو من بوتين -,0,training,'955462472709869568'
2127,واحدة اتصلت بالشرطة قالولها إحنا 3سنين أجازة ما تتصليش تاني   بس ليه 3سنين؟ مايقولوا بعد #مرسي مايمشي و خﻻص,1,training,'317281039540174848'
2128,مش ممكن الفيديوهات اللى عرضها #باسم_يوسف..وحياة ربنا دى  ..ياعينى عليكى يا #مصر,0,training,'299997545738956800'
2129, 😂 😂 😂 😂 ساركوزي عميل,1,training,'939547776261787650'
2130,بيان البيت الأبيض خلى من المكالمة المزعومة من أوباما لمرسي,0,training,'351943426838769664'
2131,صفوت_حجازى على الجزيرة : شباب الاخوان قادر أن يفتك بمعارضى مرسى فى نصف ساعة !! هههههههه #صفوت_حجازى #الجزيرة #الاخوان #مرسى #مصر,1,training,'235567670521651200'
2132,معقولة أركان ولواءت الجيش المصري راح يضربوا تحية ل #مرسي,1,training,'213717158109249536'
2133, عاد الكيبوب استهلك من حياتي ٩ سنوات لاني فان من ٢٠٠٩,0,training,'955912391476334592'
2134,"#مبارك ..فكرنى بنكتة : ""مرة واحد غبى ماشى شاف قشرة موز , قال ياااااه هتزحلق تانى !""   #عك",1,training,'352364793161723904'
2135,-«ترامب» ينفي نقل السفارة الأمريكية إلى القدس خلال عام,0,training,'953971829374320640'
2136,@mayabeydoun @isally52 فيديو مكالمة #مرسي مع الجزيرة في 30-1-2011 والتي يحاكم بسببها الآن بتهمة التخابر!,0,training,'360829269389225984'
2137,@C7XgPb9YZbKhF9D يمني يرد على السفيه #حمد_المزروعي الذي يشتم ويقدح في الشيخة #موزة والدة أمير #قطر #الشيخ_تميم #حمد_المزروعي_يسيء_لحرم_أمير_قطر,0,training,'953216933763211264'
2138,#سامي_عنان  لكم الله يامصر ..  منذ بدايه الثوره على محمد حسني مبارك ..  مصر بلد لاينفع معها حكم العسكر .. للاسف اكثرهم نصابين وحراميه لايخافون الله ولا يهتمون في امور شعبهم !!  الحل هو القضاء على حكم العسكر في مصر نهائيا. وتحويله الى حكم ديمقراطي,0,training,'955822727742590977'
2139,واحد يعنى ( وننننن ) الاعلام اتجن .. اتنين يعنى ( توووو ) علمانيه نوو :D تلاته يعنى ( ثررررى ) الشعب المصرى فرى :D   #باسم_يوسف :D,1,training,'350713794076491777'
