pairID	sentence1	sentence2	gold_label	Lexical Semantics_coarse	Predicate-Argument Structure_coarse	Logic_coarse	Knowledge_coarse	Symmetry/Collectivity	Factivity	Named entities	Quantifiers	Lexical entailment	Redundancy	Morphological negation	Lexical implication	Topicalization	Core Args	Nominalization	Anaphora/Coreference	Datives	Coordination scope	Prepositional phrases	Reciprocity	Causative/Inchoative	Restrictivity	Intersectivity	Active/Passive	Relative clauses	Adjectivation	Genitives/Partitives	Ellipsis/Implicits	Affixation	Conjunction	Non-monotone	Intervals/Numbers	Downward monotone	Upward monotone	Negation	Double Negation	Conditionals	Disjunction	Temporal	Existential	Universal	Common sense	World Knowledge
567	ونفع هذه الطقوس ليس في المشاركة فيها، بل في قوة الروح القدس المتلقاة بالإيمان.	ونفع هذه الطقوس في قوة الروح القدس المتلقاة بالإيمان.	entailment	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
568	ونفع هذه الطقوس في قوة الروح القدس المتلقاة بالإيمان.	ونفع هذه الطقوس ليس في المشاركة فيها، بل في قوة الروح القدس المتلقاة بالإيمان.	entailment	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
569	ونفع هذه الطقوس ليس في المشاركة فيها، بل في قوة الروح القدس المتلقاة بالإيمان.	ونفع هذه الطقوس في المشاركة فيها	contradiction	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
570	ونفع هذه الطقوس في المشاركة فيها	ونفع هذه الطقوس ليس في المشاركة فيها، بل في قوة الروح القدس المتلقاة بالإيمان.	contradiction	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
571	لا يقتصر الأمر على تجنب مياه الشرب ، و لكن أيضا المياه المستخدمة لتنظيف الطعام ، فعليك أن تفكر في الفواكه و الخضراوات النيئة التي يتم غسلها في الماء	إنه لا يقتصر على تجنب مياه الشرب ، و لكن أيضا المستخدمة لتنظيف الطعام	entailment	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
572	إنه لا يقتصر على تجنب مياه الشرب ، و لكن أيضا المستخدمة لتنظيف الطعام	إنه لا يقتصر على تجنب مياه الشرب ، و لكن الأمر أيضا المياه المستخدمة لتنظيف الطعام ، فعليك أن تفكر في الفواكه و الخضراوات النيئة التي يتم غسلها في الماء	entailment	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
573	أن ينتقل ناقد كبير بقامة الدكتور إبراهيم السعافين ، إلى الرواية ، معناه أنه يريد أن يقول شيئا آخر غير الذي قاله في النقد	أن ينتقل ناقد كبير بقامة الدكتور إبراهيم السعافين ، إلى الرواية ، معناه أنه يريد أن يقول شيئا آخر	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
574	أن ينتقل ناقد كبير بقامة الدكتور إبراهيم السعافين ، إلى الرواية ، معناه أنه يريد أن يقول شيئا آخر	أن ينتقل ناقد كبير بقامة الدكتور إبراهيم السعافين ، إلى الرواية ، معناه أنه يريد أن يقول شيئا آخر غير الذي قاله في النقد	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
575	وكأن المؤلف يريد أن يثبت أن حياته شيئا آخر غير الذي عاشه	وكأن المؤلف يريد أن يثبت أن حياته شيئا آخر	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
576	وكأن المؤلف يريد أن يثبت أن حياته شيئا آخر	وكأن المؤلف يريد أن يثبت أن حياته شيئا آخر غير الذي عاشه	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
577	وكأن المؤلف يريد أن يثبت أن حياته شيئا آخر غير الذي عاشه	وكأن المؤلف يريد أن يثبت أن حياته شيئا آخر غير الذي عاشه الاخرون	contradiction	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
578	وكأن المؤلف يريد أن يثبت أن حياته شيئا آخر غير الذي عاشه الاخرون	وكأن المؤلف يريد أن يثبت أن حياته شيئا آخر غير الذي عاشه	contradiction	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
579	طلب منه عمه أن يتنازل عن ولاية العهد لكنه رفض	طلب منه عمه أن يتنازل عن ولاية العهد لكنه رفض التنازل عن ولاية العهد	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
580	طلب منه عمه أن يتنازل عن ولاية العهد لكنه رفض التنازل عن ولاية العهد	طلب منه عمه أن يتنازل عن ولاية العهد لكنه رفض	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
581	"ونقلت صحيفة الحياة اللندنية وقتها معطيات عن مذكرة تعاون وقعتها شركة "" يوروبوليس "" الروسية مع وزارة النفط والثروة المعدنية السورية وأكدت أنها تملك نسخة من هذا العقد"	"ونقلت صحيفة الحياة اللندنية وقتها معطيات عن مذكرة تعاون وقعتها شركة "" يوروبوليس "" الروسية مع وزارة النفط والثروة المعدنية السورية وأكدت أنها تملك نسخة"	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
582	"ونقلت صحيفة الحياة اللندنية وقتها معطيات عن مذك-رة تعاون وقعتها شركة "" يوروبوليس "" الروسية مع وزارة النفط والثروة المعدنية السورية وأكدت أنها تملك نسخة"	"ونقلت صحيفة الحياة اللندنية وقتها معطيات عن مذكرة تعاون وقعتها شركة "" يوروبوليس "" الروسية مع وزارة النفط والثروة المعدنية السورية وأكدت أنها تملك نسخة من هذا العقد"	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
583	ونما الاقتصاد المغربي بنسبة 4.8 % في الربع الأول من العام مقارنة بالفترة نفسها من العام الماضي ، مسجلا وتيرة أسرع من الربع السابق	ونما الاقتصاد المغربي بنسبة 4.8 % في الربع الأول من العام مقارنة بالفترة نفسها من العام الماضي ، مسجلا وتيرة أسرع	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
584	ونما الاقتصاد المغربي بنسبة 4.8 % في الربع الأول من العام مقارنة بالفترة نفسها من العام الماضي ، مسجلا وتيرة أسرع	ونما الاقتصاد المغربي بنسبة 4.8 % في الربع الأول من العام مقارنة بالفترة نفسها من العام الماضي ، مسجلا وتيرة أسرع من الربع السابق	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
585	ونما الاقتصاد المغربي بنسبة 4.8 % في الربع الأول من العام مقارنة بالفترة نفسها من العام الماضي ، مسجلا وتيرة أسرع من الربع السابق	ونما الاقتصاد المغربي بنسبة 4.8 % في الربع الأول من العام مقارنة بالفترة نفسها من العام الماضي ، مسجلا وتيرة أسرع من الربع الأول	contradiction	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
586	ونما الاقتصاد المغربي بنسبة 4.8 % في الربع الأول من العام مقارنة بالفترة نفسها من العام الماضي ، مسجلا وتيرة أسرع من الربع الأول	ونما الاقتصاد المغربي بنسبة 4.8 % في الربع الأول من العام مقارنة بالفترة نفسها من العام الماضي ، مسجلا وتيرة أسرع من الربع السابق	contradiction	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
587	البحرين لم تكن عضوا في مجلس التعاون ، الأمر الذي يعني أن الإمارات والسعودية هما الدولتان الأغنى والأقوى	البحرين لم تكن عضوا في مجلس التعاون ، الأمر الذي يعني أن الإمارات والسعودية هما الدولتان الأغنى والأقوى في مجلس التعاون	entailment	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
588	البحرين لم تكن عضوا في مجلس التعاون ، الأمر الذي يعني أن الإمارات والسعودية هما الدولتان الأغنى والأقوى في مجلس التعاون	البحرين لم تكن عضوا في مجلس التعاون ، الأمر الذي يعني أن الإمارات والسعودية هما الدولتان الأغنى والأقوى	entailment	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
589	وكلما طالت فترة بقائه في السلطة ، كان الخروج أصعب.	إذا بقي في السلطة لفترة أطول ، سيكون من الصعب عليه الخروج.	entailment	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
590	إذا بقي في السلطة لفترة أطول ، سيكون من الصعب عليه الخروج.	وكلما طالت فترة بقائه في السلطة ، كان الخروج أصعب.	entailment	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
591	ومضى أوروليانو في انطوائه وغموضه يلعب الدومينو مع صهره وقد أدرك أنه على الرغم من صفته الرسمية كزعيم مدني وعسكري	ومضى أوروليانو في انطوائه وغموضه يلعب الدومينو مع صهره وقد أدرك أنه على الرغم من صفته الرسمية كزعيم مدني وزعيم عسكري	entailment	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
592	ومضى أوروليانو في انطوائه وغموضه يلعب الدومينو مع صهره وقد أدرك أنه على الرغم من صفته الرسمية كزعيم مدني وزعيم عسكري	ومضى أوروليانو في انطوائه وغموضه يلعب الدومينو مع صهره وقد أدرك أنه على الرغم من صفته الرسمية كزعيم مدني وعسكري	entailment	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
593	الشمس سوف تتمدد	سوف تتمدد الشمس	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
594	سوف تتمدد الشمس	الشمس سوف تتمدد	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
595	كوكب المريخ احتوى على الماء قبل 3.8 مليار سنة	احتوى كوكب المريخ على الماء قبل 3.8 مليار سنة	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
596	احتوى كوكب المريخ على الماء قبل 3.8 مليار سنة	كوكب المريخ احتوى على الماء قبل 3.8 مليار سنة	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
597	أكّدت تحفّظها على بعض فقرات هٰذا القانون	أكّدت تحفّظها على هٰذا القانون	entailment	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
598	أكّدت تحفّظها على هٰذا القانون	أكّدت تحفّظها على بعض فقرات هٰذا القانون	neutral	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
599	غطّى الثلج جميع شوارع ومنازل العاصمة الأسترالية	تغطّت جميع شوارع ومنازل العاصمة الأستراليّة كامبيرا بالثلج	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
600	تغطّت جميع شوارع ومنازل العاصمة الأستراليّة كامبيرا بالثلج	غطّى الثلج جميع شوارع ومنازل العاصمة الأسترالية	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
601	ربما يبدو الأمر كأنه خيال علمي ، لكنه ليس كذلك	ربما يبدو الأمر كأنه خيال علمي ، لكنه ليس خيال علمي	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
602	ربما يبدو الأمر كأنه خيال علمي ، لكنه ليس خيال علمي	ربما يبدو الأمر كأنه خيال علمي ، لكنه ليس كذلك	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603	وفي مملكة داهومي ، فرغ الملك هويغباجا موظفين كانت مهمتهم تلقف الأخبار من مختلف القبائل ونقلها إلى القبائل الأخرى	وفي مملكة داهومي ، فرغ الملك هويغباجا موظفين كانت مهمتهم تلقف الأخبار من مختلف القبائل ونقلها إلى الأخرى	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604	وفي مملكة داهومي ، فرغ الملك هويغباجا موظفين كانت مهمتهم تلقف الأخبار من مختلف القبائل ونقلها إلى الأخرى	وفي مملكة داهومي ، فرغ الملك هويغباجا موظفين كانت مهمتهم تلقف الأخبار من مختلف القبائل ونقلها إلى القبائل الأخرى	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605	وفي مملكة داهومي ، فرغ الملك هويغباجا موظفين كانت مهمتهم تلقف الأخبار من مختلف القبائل ونقلها إلى الأخرى	وفي مملكة داهومي ، فرغ الملك هويغباجا موظفين كانت مهمتهم تلقف الأخبار من مختلف القبائل ونقلها إلى الأخبار الأخرى	contradiction	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606	وفي مملكة داهومي ، فرغ الملك هويغباجا موظفين كانت مهمتهم تلقف الأخبار من مختلف القبائل ونقلها إلى الأخبار الأخرى	وفي مملكة داهومي ، فرغ الملك هويغباجا موظفين كانت مهمتهم تلقف الأخبار من مختلف القبائل ونقلها إلى الأخرى	contradiction	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607	حاولت أن لا تضحك لكنها لم تستطع	حاولت أن لا تضحك لكنها لم تستطع أن لا تضحك	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608	حاولت أن لا تضحك لكنها لم تستطع أن لا تضحك	حاولت أن لا تضحك لكنها لم تستطع	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
609	حاولت أن لا تضحك لكنها لم تستطع أن لا تضحك	حاولت أن لا تضحك لكنها لم تستطع أن تحاول	contradiction	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
610	حاولت أن لا تضحك لكنها لم تستطع أن تحاول	حاولت أن لا تضحك لكنها لم تستطع أن لا تضحك	contradiction	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
611	وفي خلال ذلك حاول أن يستعيد ذكرى السرك ولكنه لم يستطع	وفي خلال ذلك حاول أن يستعيد ذكرى السرك ولكنه لم يستطع إستعادة الذكرى	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
612	وفي خلال ذلك حاول أن يستعيد ذكرى السرك ولكنه لم يستطع إستعادة الذكرى	وفي خلال ذلك حاول أن يستعيد ذكرى السرك ولكنه لم يستطع	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
613	وفي خلال ذلك حاول أن يستعيد ذكرى السرك ولكنه لم يستطع	وفي خلال ذلك حاول أن يستعيد ذكرى السرك ولكنه لم يستطع أن يتذكر	entailment	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
614	وفي خلال ذلك حاول أن يستعيد ذكرى السرك ولكنه لم يستطع أن يتذكر	وفي خلال ذلك حاول أن يستعيد ذكرى السرك ولكنه لم يستطع	entailment	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
615	وتشرح البيانات بالتفصيل الآثار الصحية القاتلة للتدخين المباشر وغير المباشر ، بما في ذلك حقيقة أن السجائر المنخفضة القطران ليست أقل ضررا	وتشرح البيانات بالتفصيل الآثار الصحية القاتلة للتدخين المباشر وغير المباشر ، بما في ذلك حقيقة أن السجائر المنخفضة القطران ليست أقل ضررا من السجائر العالية القطران	entailment	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
616	وتشرح البيانات بالتفصيل الآثار الصحية القاتلة للتدخين المباشر وغير المباشر ، بما في ذلك حقيقة أن السجائر المنخفضة القطران ليست أقل ضررا من السجائر العالية القطران	وتشرح البيانات بالتفصيل الآثار الصحية القاتلة للتدخين المباشر وغير المباشر ، بما في ذلك حقيقة أن السجائر المنخفضة القطران ليست أقل ضررا	entailment	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
617	تغطي مقبرة صادنقا أكثر من 25 هكتارا	تغطي مقبرة صادنقا 25 هكتارا	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
618	تغطي مقبرة صادنقا 25 هكتارا	تغطي مقبرة صادنقا أكثر من 25 هكتارا	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
619	تغطي مقبرة صادنقا أكثر من 25 هكتارا	تغطي مقبرة صادنقا أقل من 25 هكتارا	contradiction	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
620	تغطي مقبرة صادنقا أقل من 25 هكتارا	تغطي مقبرة صادنقا أكثر من 25 هكتارا	contradiction	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
621	تغطي مقبرة صادنقا أكثر من 25 هكتارا	لا تغطي مقبرة صادنقا أقل من 25 هكتارا	entailment	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
622	لا تغطي مقبرة صادنقا أقل من 25 هكتارا	تغطي مقبرة صادنقا أكثر من 25 هكتارا	entailment	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
623	تغطي مقبرة صادنقا أكثر من 25 هكتارا وتضم بقايا ما لا يقل عن ثمانين هرما	تغطي مقبرة صادنقا أكثر من 25 هكتارا وتضم بقايا ما يقل عن ثمانين هرما	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
624	تغطي مقبرة صادنقا أكثر من 25 هكتارا وتضم بقايا ما يقل عن ثمانين هرما	تغطي مقبرة صادنقا أكثر من 25 هكتارا وتضم بقايا ما لا يقل عن ثمانين هرما	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
625	تغطي مقبرة صادنقا أكثر من 25 هكتارا وتضم بقايا ما لا يقل عن ثمانين هرما	تغطي مقبرة صادنقا أكثر من 25 هكتارا وتضم بقايا ما لا يزيد عن ثمانين هرما	contradiction	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
626	تغطي مقبرة صادنقا أكثر من 25 هكتارا وتضم بقايا ما لا يزيد عن ثمانين هرما	تغطي مقبرة صادنقا أكثر من 25 هكتارا وتضم بقايا ما لا يقل عن ثمانين هرما	contradiction	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
627	تغطي مقبرة صادنقا أكثر من 25 هكتارا وتضم بقايا ما لا يقل عن ثمانين هرما	تغطي مقبرة صادنقا أكثر من 25 هكتارا وتضم بقايا ما يزيد عن ثمانين هرما	neutral	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
628	تغطي مقبرة صادنقا أكثر من 25 هكتارا وتضم بقايا ما يزيد عن ثمانين هرما	تغطي مقبرة صادنقا أكثر من 25 هكتارا وتضم بقايا ما لا يقل عن ثمانين هرما	neutral	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
629	ويعتقد العديد من الخبراء أن تدمير مدينة أريحا الفلسطينية قد سجل في كتاب يوشع	ويعتقد العديد من الخبراء أن تدمير مدينة أريحا الفلسطينية قد سجل في سفر يوشع	entailment	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
630	ويعتقد العديد من الخبراء أن تدمير مدينة أريحا الفلسطينية قد سجل في سفر يوشع	ويعتقد العديد من الخبراء أن تدمير مدينة أريحا الفلسطينية قد سجل في كتاب يوشع	entailment	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
631	وجد الباحثون أن انخفاض مستويات هرمون التستوستيرون كان مرتبطا بتعدد الإصابة بالأمراض المزمنة المرتبطة بالسمنة لدى جميع الفئات العمرية	انخفاض مستويات هرمون التستوستيرون كان مرتبطا بتعدد الإصابة بالأمراض المزمنة المرتبطة بالسمنة لدى جميع الفئات العمرية	entailment	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
632	انخفاض مستويات هرمون التستوستيرون كان مرتبطا بتعدد الإصابة بالأمراض المزمنة المرتبطة بالسمنة لدى جميع الفئات العمرية	وجد الباحثون أن انخفاض مستويات هرمون التستوستيرون كان مرتبطا بتعدد الإصابة بالأمراض المزمنة المرتبطة بالسمنة لدى جميع الفئات العمرية	neutral	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
633	بات واضحا مع مرور الوقت أن الأمراض المزمنة في ازدياد بين كبار السن من الذكور	بات واضحا مع مرور الزمن أن الأمراض المزمنة في ازدياد بين كبار السن من الذكور	entailment	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
634	بات واضحا مع مرور الزمن أن الأمراض المزمنة في ازدياد بين كبار السن من الذكور	بات واضحا مع مرور الوقت أن الأمراض المزمنة في ازدياد بين كبار السن من الذكور	entailment	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
635	بات واضحا مع مرور الزمن أن الأمراض المزمنة في ازدياد بين كبار السن من الذكور	بات واضحا مع مرور الرجل أن الأمراض المزمنة في ازدياد بين كبار السن من الذكور	contradiction	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
636	بات واضحا مع مرور الرجل أن الأمراض المزمنة في ازدياد بين كبار السن من الذكور	بات واضحا مع مرور الزمن أن الأمراض المزمنة في ازدياد بين كبار السن من الذكور	contradiction	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
