pairID	sentence1	sentence2	gold_label
3413	اُبتُكِر التدافع أو الفرار الجماعي في الأصل ليُظهر جميع التقنيات والإثارة في جمع الماشية في البراري.	كان الهدف من التدافع هو إظهار تقنيات شد الماشية.	entailment
3414	اُبتُكِر التدافع أو الفرار الجماعي في الأصل ليُظهر جميع التقنيات والإثارة في جمع الماشية في البراري.	كان الهدف من التدافع هو إظهار تقنيات الحياة الزراعية.	neutral
3415	ما يقرب من 100،000 شخص في اليوم يأتون إلى هنا للاعجاب بالعمارة اللافتة للنظر واستكشاف أحدث المناطق الجذابة في هذه المدينة المتغيرة باستمرار.	يأتي حوالي 100 ألف شخص لتفقد المدينة يومياً.	entailment
3416	ما يقرب من 100،000 شخص في اليوم يأتون إلى هنا للاعجاب بالعمارة اللافتة للنظر واستكشاف أحدث المناطق الجذابة في هذه المدينة المتغيرة باستمرار.	فقط 50 ألف شخص يأتون لمشاهدة المدينة كل يوم.	neutral
3417	ما يقرب من 100،000 شخص في اليوم يأتون إلى هنا للاعجاب بالعمارة اللافتة للنظر واستكشاف أحدث المناطق الجذابة في هذه المدينة المتغيرة باستمرار.	لا يتلقّى المدينة صناعة السياحة عظيم.	contradiction
3418	تم استبدال قاعة مدينة الفنون الجميلة بمركز الحكومة القريب.	تم استبدال قاعة المدينة بمركز حكومي.	entailment
3419	تم استبدال قاعة مدينة الفنون الجميلة بمركز الحكومة القريب.	صالة المدينة والأبنية الأخرى تم استبدالها بمركز حكومي.	neutral
3420	تم استبدال قاعة مدينة الفنون الجميلة بمركز الحكومة القريب.	تم استبدال مركز الحكومة بقاعة المدينة.	contradiction
3421	خلف الفندق ، ما بعد تمثال عام عام 1898 لصمويل دي شامبلين ، مؤسس المدينة ، يقدم دوفرين تيراس إطلالة رائعة على سانت لورانس و داون ريفر حتى أيل دو اورليانز.	جعلت التمثال كلّيّا من رخام.	neutral
3422	خلف الفندق ، ما بعد تمثال عام عام 1898 لصمويل دي شامبلين ، مؤسس المدينة ، يقدم دوفرين تيراس إطلالة رائعة على سانت لورانس و داون ريفر حتى أيل دو اورليانز.	تم بناء تمثال مؤسس المدينة في عام 1898.	entailment
3423	خلف الفندق ، ما بعد تمثال عام عام 1898 لصمويل دي شامبلين ، مؤسس المدينة ، يقدم دوفرين تيراس إطلالة رائعة على سانت لورانس و داون ريفر حتى أيل دو اورليانز.	تم بناء التمثال في عام 1775.	contradiction
3424	ما وراء Payangan ، الطريق الذي يتم استخدامه قليلاً يميل طريقه عبر الريف ذو المناظر الخلابة على طول الطريق إلى باتور (انظر pagea59).	الطريق ينتقل من بايانجان إلى باتور.	entailment
3425	ما وراء Payangan ، الطريق الذي يتم استخدامه قليلاً يميل طريقه عبر الريف ذو المناظر الخلابة على طول الطريق إلى باتور (انظر pagea59).	يبعد الطريق حوالى ١٥ ميل من باينجان إلى باتور .	neutral
3426	ما وراء Payangan ، الطريق الذي يتم استخدامه قليلاً يميل طريقه عبر الريف ذو المناظر الخلابة على طول الطريق إلى باتور (انظر pagea59).	الطريق لا تصل أبدا باتور.	contradiction
3427	يعد معهد ماساتشوستس للتكنولوجيا، الذي أُسس عام 1861 مؤسسة العلوم والهندسة الرائدة في الولايات المتحدة التي كانت تصدرت في العديد من التقنيات الحديثة، بداية من التصوير الفوتوغرافي إلى عمليات حفظ الأغذية.	معهد ماساتشوستس للتكنولوجيا هو المكان الذي يحضر فيه أكثر الطلاب نجاحًا في العالم إلى الكلية.	neutral
3428	يعد معهد ماساتشوستس للتكنولوجيا، الذي أُسس عام 1861 مؤسسة العلوم والهندسة الرائدة في الولايات المتحدة التي كانت تصدرت في العديد من التقنيات الحديثة، بداية من التصوير الفوتوغرافي إلى عمليات حفظ الأغذية.	تأسست MIT في عام 1861.	entailment
3429	يعد معهد ماساتشوستس للتكنولوجيا، الذي أُسس عام 1861 مؤسسة العلوم والهندسة الرائدة في الولايات المتحدة التي كانت تصدرت في العديد من التقنيات الحديثة، بداية من التصوير الفوتوغرافي إلى عمليات حفظ الأغذية.	تأسست أم آي تي عندما ولد المسيح.	contradiction
3436	على بعد ستة كيلومترات (4 أميال) شمال ايبوه هو بيراك تونغ، الذي بني في عام 1926 من قبل كاهن بوذي من الصين.	تم بناء بيراك تونج من قبل كاهن بوذي.	entailment
3437	على بعد ستة كيلومترات (4 أميال) شمال ايبوه هو بيراك تونغ، الذي بني في عام 1926 من قبل كاهن بوذي من الصين.	تم بناء كهف بيراك تونج بواسطة شخص بوذي.	neutral
3438	على بعد ستة كيلومترات (4 أميال) شمال ايبوه هو بيراك تونغ، الذي بني في عام 1926 من قبل كاهن بوذي من الصين.	لم يتم بناء بيراك تونج من قبل بوذي.	contradiction
3439	كودلي كرينت (كودلي كريستنت، والتي تمت تسميتها على أسم ملحن مجري أخر) هي عبارة عن مجموعة رائعة، فواجهاتها المنحنية مزينة بزخارف كلاسيكية وزخارف مطعمة.	كودالي كيرند مزينة بغوريس كلاسيكية وزخارف مرصعة.	entailment
3440	كودلي كرينت (كودلي كريستنت، والتي تمت تسميتها على أسم ملحن مجري أخر) هي عبارة عن مجموعة رائعة، فواجهاتها المنحنية مزينة بزخارف كلاسيكية وزخارف مطعمة.	تم تزيين كودالي كيرند بعدة أشياء، بما في ذلك الزخارف.	neutral
3441	كودلي كرينت (كودلي كريستنت، والتي تمت تسميتها على أسم ملحن مجري أخر) هي عبارة عن مجموعة رائعة، فواجهاتها المنحنية مزينة بزخارف كلاسيكية وزخارف مطعمة.	كودالي كيريند ليست مزينة بلوحات وزخارف.	contradiction
3445	خطط لاقامة البرلمان هنا بعد الاستقلال جاء إلى لا شيء	يقع البرلمان هنا.	contradiction
3446	خطط لاقامة البرلمان هنا بعد الاستقلال جاء إلى لا شيء	مقر البرلمان لم يكن هنا.	entailment
3447	خطط لاقامة البرلمان هنا بعد الاستقلال جاء إلى لا شيء	أخذ البرلمان بعين الاعتبار في هذا الموقع.	neutral
3448	يمكن العثور على أمثلة من كل الحرف المنتجة محليًا بكثرة هنا ، وسوف تتسوق أرخص من المنتجعات ، خاصة إذا كنت تمارس مهارات المقايضة الخاصة بك مسبقًا.	من الأرخص شراء الأشياء هنا لأنه لا توجد ضرائب.	neutral
3449	يمكن العثور على أمثلة من كل الحرف المنتجة محليًا بكثرة هنا ، وسوف تتسوق أرخص من المنتجعات ، خاصة إذا كنت تمارس مهارات المقايضة الخاصة بك مسبقًا.	الأرخص شراء الأشياء من هنا.	entailment
3450	يمكن العثور على أمثلة من كل الحرف المنتجة محليًا بكثرة هنا ، وسوف تتسوق أرخص من المنتجعات ، خاصة إذا كنت تمارس مهارات المقايضة الخاصة بك مسبقًا.	هذا مكان أكثر غال من في أيّ مكان!	contradiction
3451	حكم 60 سنة من رمسيس الثاني (1279-1212 قبل الميلاد) كان نهائيا كبيرا لحقبة المملكة الحديثة.	كان رمسيس الثاني قائداً لعقود.	entailment
3452	حكم 60 سنة من رمسيس الثاني (1279-1212 قبل الميلاد) كان نهائيا كبيرا لحقبة المملكة الحديثة.	كان رمسيس الثاني في السلطة لمدة عام.	contradiction
3453	حكم 60 سنة من رمسيس الثاني (1279-1212 قبل الميلاد) كان نهائيا كبيرا لحقبة المملكة الحديثة.	كان رمسيس الثاني أطول الملوك حكمًا.	neutral
3460	من الجو ستتمكن من رؤية أن ولاية ساراواك تتباهى بأطول نهر في البلاد، نهر ريجانج، والذي يتدفق بطول 563 كم (351 ميل) من الجبال على الحدود الإندونيسية إلى بحر الصين الجنوبي.	ريجان واضح جدًا.	neutral
3461	من الجو ستتمكن من رؤية أن ولاية ساراواك تتباهى بأطول نهر في البلاد، نهر ريجانج، والذي يتدفق بطول 563 كم (351 ميل) من الجبال على الحدود الإندونيسية إلى بحر الصين الجنوبي.	السبب أكثر من 300 ميل.	entailment
3462	من الجو ستتمكن من رؤية أن ولاية ساراواك تتباهى بأطول نهر في البلاد، نهر ريجانج، والذي يتدفق بطول 563 كم (351 ميل) من الجبال على الحدود الإندونيسية إلى بحر الصين الجنوبي.	ال ريجان  فقط قليلا ملاط.	contradiction
3463	نفق مدخل به فجوة مطبخ إلى جانب، وفجوات تخزين على الجانب الآخر، يؤدي إلى منطقة العيش.	منطقة العيش تمر عبر نفق طوله حوالي ميل.	neutral
3464	نفق مدخل به فجوة مطبخ إلى جانب، وفجوات تخزين على الجانب الآخر، يؤدي إلى منطقة العيش.	أماكن المعيشة تكون عبر نفق .	entailment
3465	نفق مدخل به فجوة مطبخ إلى جانب، وفجوات تخزين على الجانب الآخر، يؤدي إلى منطقة العيش.	منطقة المعيشة هي بعض السلالم في العلية.	contradiction
3466	المسرح الوطني وقاعة الحفلات الموسيقية ، هاتف. 01-7282333 ، المعروف أكثر باسم Megaron ، يقع في Vas.	ميغارون هي قاعة للحفلات الموسيقية.	entailment
3467	المسرح الوطني وقاعة الحفلات الموسيقية ، هاتف. 01-7282333 ، المعروف أكثر باسم Megaron ، يقع في Vas.	ّتعد Megaron أكبر قاعة للحفلات الموسيقية في البلاد.	neutral
3468	المسرح الوطني وقاعة الحفلات الموسيقية ، هاتف. 01-7282333 ، المعروف أكثر باسم Megaron ، يقع في Vas.	الضخمة هي محطة القطار	contradiction
3472	ومع ذلك فأنه يساعد إذا كان لك اهتمامات بالسياسات الامريكية ، فتسمح لك العروض بالإستماع الى شريط ووترجيت أو مقابلة نيكسون عن الشؤؤن الخارجية ،  فهو مثير للاهتمام على الرغم من ذلك .	إذا ذهبت إلى المتحف، يمكنك أن تستمع إلى شرائط وترجيت عندما تقوم بجولة الصوت.	neutral
3473	ومع ذلك فأنه يساعد إذا كان لك اهتمامات بالسياسات الامريكية ، فتسمح لك العروض بالإستماع الى شريط ووترجيت أو مقابلة نيكسون عن الشؤؤن الخارجية ،  فهو مثير للاهتمام على الرغم من ذلك .	أشرطة المياه ووترجيت لم يسمع من قبل الجمهور.	contradiction
3474	ومع ذلك فأنه يساعد إذا كان لك اهتمامات بالسياسات الامريكية ، فتسمح لك العروض بالإستماع الى شريط ووترجيت أو مقابلة نيكسون عن الشؤؤن الخارجية ،  فهو مثير للاهتمام على الرغم من ذلك .	يمكنك سماع شريط ووترغيت لنفسك.	entailment
3475	يقع النصب الروماني العظيم الآخر في المدينة ، والمسرح العتيق ، في الجانب الجنوبي من المدينة.	المسرح في الشارع الأخير في نهاية الجنوب من المدينة.	neutral
3476	يقع النصب الروماني العظيم الآخر في المدينة ، والمسرح العتيق ، في الجانب الجنوبي من المدينة.	المسرح في الجانب الشمالي.	contradiction
3477	يقع النصب الروماني العظيم الآخر في المدينة ، والمسرح العتيق ، في الجانب الجنوبي من المدينة.	المسرح باتجاه الجانب الجنوبي.	entailment
3478	يضم المبنى الذي تم تشييده فوق الأحياء الواقعة تحت الأرض لحراس القوات الخاصة ، طوبوغرافي دي تيرورز ، وهو معرض للصور الفوتوغرافية والوثائق التي توضح بشكل مؤثر حياة أولئك الذين قاوموا الإرهاب النازي	المبنى لا يوجد به القبو.	contradiction
3479	يضم المبنى الذي تم تشييده فوق الأحياء الواقعة تحت الأرض لحراس القوات الخاصة ، طوبوغرافي دي تيرورز ، وهو معرض للصور الفوتوغرافية والوثائق التي توضح بشكل مؤثر حياة أولئك الذين قاوموا الإرهاب النازي	اخفي المبنى منازل الحراسة SS.	neutral
3480	يضم المبنى الذي تم تشييده فوق الأحياء الواقعة تحت الأرض لحراس القوات الخاصة ، طوبوغرافي دي تيرورز ، وهو معرض للصور الفوتوغرافية والوثائق التي توضح بشكل مؤثر حياة أولئك الذين قاوموا الإرهاب النازي	كان المبنى فوق منازل الحراسة SS.	entailment
3481	إذا تم الانتهاء من هذا المشروع، فإنه ينبغي أن يصبح واحدًا من أكثر السلاسل الكاملة إثارة للاهتمام.	مشروع الفن رائع حقا.	neutral
3482	إذا تم الانتهاء من هذا المشروع، فإنه ينبغي أن يصبح واحدًا من أكثر السلاسل الكاملة إثارة للاهتمام.	إنّه مشروع رائع.	entailment
3483	إذا تم الانتهاء من هذا المشروع، فإنه ينبغي أن يصبح واحدًا من أكثر السلاسل الكاملة إثارة للاهتمام.	هذا ممل!	contradiction
3487	تحظى السيارات اليدوية الصنع في المدينة بشعبية كبيرة جدًا، وفي في عام 1964أعلن النظام على أنها أحد المعالم الوطنية التاريخية.	لا أحد يهتم بالسيارات بعد الآن.	contradiction
3488	تحظى السيارات اليدوية الصنع في المدينة بشعبية كبيرة جدًا، وفي في عام 1964أعلن النظام على أنها أحد المعالم الوطنية التاريخية.	السيارات لامعة ومشرقة.	neutral
3489	تحظى السيارات اليدوية الصنع في المدينة بشعبية كبيرة جدًا، وفي في عام 1964أعلن النظام على أنها أحد المعالم الوطنية التاريخية.	تحظى السيارات بالكثير من الزوار	entailment
3490	ال فترة الكساد ، كانت أفقر مقاطعة في البلاد ، قريبة من المجاعة.	استمر الكساد لأكثر من عشر سنوات.	neutral
3491	ال فترة الكساد ، كانت أفقر مقاطعة في البلاد ، قريبة من المجاعة.	كانت المقاطعة قريبة من المجاعة خلال فترة الكساد.	entailment
3492	ال فترة الكساد ، كانت أفقر مقاطعة في البلاد ، قريبة من المجاعة.	عرفت المقاطعة أنها موطناً لبعض أغنى العائلات في المنطقة.	contradiction
3493	عززت أولمبياد 1992 سمعة برشلونة كمدينة مجنونة بالرياضة.	يكون اللعبة أولمبيّة يتلقّى أبدا في أوروبا.	contradiction
3494	عززت أولمبياد 1992 سمعة برشلونة كمدينة مجنونة بالرياضة.	كانت الألعاب الأولمبية في اسبانيا هي الأكثر شعبية في ذلك العقد.	neutral
3495	عززت أولمبياد 1992 سمعة برشلونة كمدينة مجنونة بالرياضة.	كانت الألعاب الأولمبية في إسبانيا في عام 1992.	entailment
3496	تجول في الطوابق وتحدث مع الممثلين الذين يلعبون أجزاء من البحارة والحجاج.	يتم دفع عشر دولارات للمثلين ليتظاهرو بأنهم حجاج .	neutral
3497	تجول في الطوابق وتحدث مع الممثلين الذين يلعبون أجزاء من البحارة والحجاج.	بعض البحّارة والحجاج هم ممثلون.	entailment
3498	تجول في الطوابق وتحدث مع الممثلين الذين يلعبون أجزاء من البحارة والحجاج.	البحارة والحجاج كانوا مائة بالمائة أصليين.	contradiction
3499	الميزة الأسطورية للمبنى هي grasshopper weathervane.	يتلقّى البناية ضخم حديد طقس ريشة.	neutral
3500	الميزة الأسطورية للمبنى هي grasshopper weathervane.	المبنى معروف بسياجه.	contradiction
3501	الميزة الأسطورية للمبنى هي grasshopper weathervane.	هناك دوارة على الجزء العلوي من المبنى.	entailment
3502	للإقامات الطويلة، يوفر مكتب المعلومات خرائط تفصيلية لشبكة كيتيكوو الرائعة للممرات المائية المتشابكة.	لا يوجد ماء في Quetico.	contradiction
3503	للإقامات الطويلة، يوفر مكتب المعلومات خرائط تفصيلية لشبكة كيتيكوو الرائعة للممرات المائية المتشابكة.	هناك 29 مجرى مائي في كويوتيكو .	neutral
3504	للإقامات الطويلة، يوفر مكتب المعلومات خرائط تفصيلية لشبكة كيتيكوو الرائعة للممرات المائية المتشابكة.	هناك الكثير من الممرات المائية في كيتيكوا.	entailment
3505	برج بى ذو مسار متعرج يؤدي إلى هونغ كونغ بارك.	كان متنزه هونج كونج مسارًا يذهب إليه.	entailment
3506	برج بى ذو مسار متعرج يؤدي إلى هونغ كونغ بارك.	يبعد الطريق 5 أميال من متنزه هونج كونج.	neutral
3507	برج بى ذو مسار متعرج يؤدي إلى هونغ كونغ بارك.	لا توجد مسارات تذهب إلى حديقة هونج كونج.	contradiction
3508	مصعد الكرسي المفضل لديك بشكل كبير.	الجميع يحب رافعة التزلج.	entailment
3509	مصعد الكرسي المفضل لديك بشكل كبير.	لا أحد يحب الرافعة.	contradiction
3510	مصعد الكرسي المفضل لديك بشكل كبير.	الرافعة الشوكية في منحدر التزلج تحظى بشعبية كبيرة.	neutral
3511	للحصول على المعلومات، اتصل بالرقم 2489-623 (213) في أيام الأسبوع ما بين التاسعة صباحًا والخامسة مساءً.	خط الهاتف مأهول بخمسة أشخاص.	neutral
3512	للحصول على المعلومات، اتصل بالرقم 2489-623 (213) في أيام الأسبوع ما بين التاسعة صباحًا والخامسة مساءً.	يتم تشغيل خط الهاتف في أيام الأسبوع.	entailment
3513	للحصول على المعلومات، اتصل بالرقم 2489-623 (213) في أيام الأسبوع ما بين التاسعة صباحًا والخامسة مساءً.	خط الهاتف مفتوح 24/7.	contradiction
3514	استمر هدوء الجزيرة حتى عام 1287 عندما  الفنسو الثالث  من آراغين ،  تألم بسبب سلسلة من الإذلالات على يد النبلاء عنده ، وجد زريعة للغزو .	الجزيرة على بُعد 100 ميل مربع.	neutral
3515	استمر هدوء الجزيرة حتى عام 1287 عندما  الفنسو الثالث  من آراغين ،  تألم بسبب سلسلة من الإذلالات على يد النبلاء عنده ، وجد زريعة للغزو .	لم تنعم الجزيرة بالسلام أبدًا	contradiction
3516	استمر هدوء الجزيرة حتى عام 1287 عندما  الفنسو الثالث  من آراغين ،  تألم بسبب سلسلة من الإذلالات على يد النبلاء عنده ، وجد زريعة للغزو .	كانت الجزيرة هادئة جدا.	entailment
3517	على منصة فوق الأعمدة، هناك شخصية منحوتة لـ شاك-مول على وضعية الاتكاء، وبطنها مجوف به وعاء لتلقي العروض التي يعتقد بعض الخبراء أنها تشمل قلوب البشر مباشرة من الجسم.	تشاك-مول قدم عروض لسكان المدينة.	contradiction
3518	على منصة فوق الأعمدة، هناك شخصية منحوتة لـ شاك-مول على وضعية الاتكاء، وبطنها مجوف به وعاء لتلقي العروض التي يعتقد بعض الخبراء أنها تشمل قلوب البشر مباشرة من الجسم.	حصل تشاك-مول على القرابين من الناس، لأنه كان الإله الأكثر أهمية.	neutral
3519	على منصة فوق الأعمدة، هناك شخصية منحوتة لـ شاك-مول على وضعية الاتكاء، وبطنها مجوف به وعاء لتلقي العروض التي يعتقد بعض الخبراء أنها تشمل قلوب البشر مباشرة من الجسم.	حصلت تشاك-مول على عروض من الناس.	entailment
3523	أكبر مدينة على الساحل الجنوبي للبحيرة هي سيفوك.	يقطن سيفوك 100.000 ساكن.	neutral
3524	أكبر مدينة على الساحل الجنوبي للبحيرة هي سيفوك.	تقع سيوفوك على الساحل الشمالي.	contradiction
3525	أكبر مدينة على الساحل الجنوبي للبحيرة هي سيفوك.	تقع سيفوك على الساحل الجنوبي.	entailment
3526	من رواق قوطي في وسط المدينة ، بجانب المعسكر الضخم الذي يرجع تاريخه إلى القرن الثالث عشر ، يأخذك درج من 90 درجة إلى أبواب برونزية بالقرن الحادي عشر.	ترتفع الدرجات إلى أعلى نقطة في الكنيسة.	neutral
3527	من رواق قوطي في وسط المدينة ، بجانب المعسكر الضخم الذي يرجع تاريخه إلى القرن الثالث عشر ، يأخذك درج من 90 درجة إلى أبواب برونزية بالقرن الحادي عشر.	هناك 90 خطوة.	entailment
3528	من رواق قوطي في وسط المدينة ، بجانب المعسكر الضخم الذي يرجع تاريخه إلى القرن الثالث عشر ، يأخذك درج من 90 درجة إلى أبواب برونزية بالقرن الحادي عشر.	هناك فقط 3 خطوات.	contradiction
3529	إنهم يحبون الاختلاط الاجتماعي، وبصفة خاصة في قضبان البنية الشهيرة وهي المكان الذي يلتقون فيه، وعادة ما يضعون العالم في مكانه الصحيح.	لا يخرجون مع الأصدقاء أبداً، لكنهم يمكثوا بالمنزل وحدهم.	contradiction
3530	إنهم يحبون الاختلاط الاجتماعي، وبصفة خاصة في قضبان البنية الشهيرة وهي المكان الذي يلتقون فيه، وعادة ما يضعون العالم في مكانه الصحيح.	يحبون التسكع مع الناس.	entailment
3531	إنهم يحبون الاختلاط الاجتماعي، وبصفة خاصة في قضبان البنية الشهيرة وهي المكان الذي يلتقون فيه، وعادة ما يضعون العالم في مكانه الصحيح.	يحبون التحدث إلى الأشخاص الذين يعملون معهم.	neutral
3532	يتم تشغيله ببساطة عن طريق رفع لوحين من الخشب باليد	يسرد 10 ألواح من الخشب.	contradiction
3533	يتم تشغيله ببساطة عن طريق رفع لوحين من الخشب باليد	يتم رفع لوحين بواسطة روبوت.	neutral
3534	يتم تشغيله ببساطة عن طريق رفع لوحين من الخشب باليد	رفع اثنين من الألواح.	entailment
3535	يضم البرج الثاني بورصات تورونتو الحديثة الأكثر بهاءً وحداثة.	البرج الثاني لديه بورصة بداخله.	entailment
3536	يضم البرج الثاني بورصات تورونتو الحديثة الأكثر بهاءً وحداثة.	يبلغ طول البرج الثاني 1.000 قدم.	neutral
3537	يضم البرج الثاني بورصات تورونتو الحديثة الأكثر بهاءً وحداثة.	يوجد برج واحد فقط.	contradiction
3538	تتوقف الحافلات إما في المحطة على Isidoro Macabich، أو في حالة الحافلات الزرقاء الصغيرة مقابل مبنى Delegacion del Gobierno من نفس الشارع.	تتناوب الحافلات بشأن الموقف الذي يتوقفون عنده.	neutral
3539	تتوقف الحافلات إما في المحطة على Isidoro Macabich، أو في حالة الحافلات الزرقاء الصغيرة مقابل مبنى Delegacion del Gobierno من نفس الشارع.	تتوقف الحافلات دائمًا في ايزيدورو ماكابيش.	contradiction
3540	تتوقف الحافلات إما في المحطة على Isidoro Macabich، أو في حالة الحافلات الزرقاء الصغيرة مقابل مبنى Delegacion del Gobierno من نفس الشارع.	الحافلات تمتلئ عند محطة من محطتين.	entailment
3541	على الجانب الآخر من الميدان توجد الشوارع الخلفية للاليلي، المكان المناسب للبحث عن الملابس الرخيصة.	يوجد ملابس رخيصة للبيع في لالالي إذا ذهبت إلى محلات المناسبة.	neutral
3542	على الجانب الآخر من الميدان توجد الشوارع الخلفية للاليلي، المكان المناسب للبحث عن الملابس الرخيصة.	الملابس الرخيصة للبيع في لالالي.	entailment
3543	على الجانب الآخر من الميدان توجد الشوارع الخلفية للاليلي، المكان المناسب للبحث عن الملابس الرخيصة.	تمتلك ليلي أغلى الملابس.	contradiction
3544	يتوفر التزلج الداخلي في ساحة دايتان آيس في حديقة دايتان وفي مركز التسوق تحت الأرض الذي يربط بين فنادق Traders و China World (1 Jianguomenwai Dajie).	تم افتتاح حلبات التزلج الداخلية قبل 10 سنوات.	neutral
3545	يتوفر التزلج الداخلي في ساحة دايتان آيس في حديقة دايتان وفي مركز التسوق تحت الأرض الذي يربط بين فنادق Traders و China World (1 Jianguomenwai Dajie).	لا يوجد مكان للتزلج على الجليد.	contradiction
3546	يتوفر التزلج الداخلي في ساحة دايتان آيس في حديقة دايتان وفي مركز التسوق تحت الأرض الذي يربط بين فنادق Traders و China World (1 Jianguomenwai Dajie).	يمكنك التزحلق داخل المبنى في مكانين.	entailment
3547	كان سلاحًا هائلاً ولكن وزنه كان كبيرًا لدرجة أنه كان يمكن نقله على مسافة 5 كيلومترات فقط (3 أميال) يوميًا	كان خفيفًا جدًا بحيث يمكنك حمله في جيبك.	contradiction
3548	كان سلاحًا هائلاً ولكن وزنه كان كبيرًا لدرجة أنه كان يمكن نقله على مسافة 5 كيلومترات فقط (3 أميال) يوميًا	كانت أثقل الأسلحة التي اخترعوها على الإطلاق.	neutral
3549	كان سلاحًا هائلاً ولكن وزنه كان كبيرًا لدرجة أنه كان يمكن نقله على مسافة 5 كيلومترات فقط (3 أميال) يوميًا	كانت ثقيلة جدا	entailment
3550	احتلت عاصمة لياو في بكين ، التي كانت تعرف آنذاك باسم يانجينغ ، المنطقة الجنوبية الشرقية من العاصمة الحديثة اليوم ، حيث كان معبد الفيوان هو النصب الوحيد الباقي.	وقد نجا أي أثر لرؤس لياو في بكين إلى الأزمنة الحديثة.	contradiction
3551	احتلت عاصمة لياو في بكين ، التي كانت تعرف آنذاك باسم يانجينغ ، المنطقة الجنوبية الشرقية من العاصمة الحديثة اليوم ، حيث كان معبد الفيوان هو النصب الوحيد الباقي.	لا يزال معبد فايوان من عاصمة لياو قائمًا اليوم.	entailment
3552	احتلت عاصمة لياو في بكين ، التي كانت تعرف آنذاك باسم يانجينغ ، المنطقة الجنوبية الشرقية من العاصمة الحديثة اليوم ، حيث كان معبد الفيوان هو النصب الوحيد الباقي.	يستقبل معبد فايوان أكثر من خمسمائة زائر كل يوم.	neutral
3556	راجع قائمة أبرز الشواطئ على الصفحات 82 و 85.	هناك قائمة حول الشواطئ.	entailment
3557	راجع قائمة أبرز الشواطئ على الصفحات 82 و 85.	هناك قائمة تشرح كل شيء عن مدى روعة الرمال في كل شاطئ.	neutral
3558	راجع قائمة أبرز الشواطئ على الصفحات 82 و 85.	ليس لدينا سوى شاطئ واحد.	contradiction
3559	في هذه الأثناء ، يعد Caldas de Monchique مكانًا جيدًا للتنزه والتنزه في الغابة.	كالداس دي مونشيك هو إعداد فظيع لنزهة.	contradiction
3560	في هذه الأثناء ، يعد Caldas de Monchique مكانًا جيدًا للتنزه والتنزه في الغابة.	يقدم كالداس دي مونشيك الغذاء.	neutral
3561	في هذه الأثناء ، يعد Caldas de Monchique مكانًا جيدًا للتنزه والتنزه في الغابة.	هناك خشب حول كالداس دي مونشيك.	entailment
3562	يمكنك المشي على الأسطح أو حتى القيام برحلة بحرية لمدة ساعتين على هذه النسخة من سفينة تشامبينز  1921 الشهيرة التي تم نحثها على عملة عشرة سنتيمات الكندية.	الرحلة البحرية أطول بكثير مما كانت عليه من قبل.	neutral
3563	يمكنك المشي على الأسطح أو حتى القيام برحلة بحرية لمدة ساعتين على هذه النسخة من سفينة تشامبينز  1921 الشهيرة التي تم نحثها على عملة عشرة سنتيمات الكندية.	مدة الرحلة البحرية ساعتين	entailment
3564	يمكنك المشي على الأسطح أو حتى القيام برحلة بحرية لمدة ساعتين على هذه النسخة من سفينة تشامبينز  1921 الشهيرة التي تم نحثها على عملة عشرة سنتيمات الكندية.	الرحلة فقط اخر 17 دقيقة.	contradiction
3565	يتم تشجيع زوار قسم الطيف علي التعامل مع الاجهزة المختلفة والمشاركة في التجارب العلمية.	في بعض الأحيان يتم سحق الزائر من قبل آلة التلاعب بشكل غير صحيح.	neutral
3566	يتم تشجيع زوار قسم الطيف علي التعامل مع الاجهزة المختلفة والمشاركة في التجارب العلمية.	يحتوي قسم الطيف على مساحة للتلاعب بالآلات المختلفة.	entailment
3567	يتم تشجيع زوار قسم الطيف علي التعامل مع الاجهزة المختلفة والمشاركة في التجارب العلمية.	إن قسم الطيف الترددي غير مسموح به تمامًا للزوار.	contradiction
3571	غير أنه في القرون الماضية كانت تُطارد القراصنة الكاريبيين، بعيداً عن قبضة السيادة الاستعماريين في هافانا وسان خوان في بورتوريكو ومدينة بنما، وهي أقرب المواقع الاستعمارية.	لم يكن هناك قراصنة في منطقة البحر الكاريبي.	contradiction
3572	غير أنه في القرون الماضية كانت تُطارد القراصنة الكاريبيين، بعيداً عن قبضة السيادة الاستعماريين في هافانا وسان خوان في بورتوريكو ومدينة بنما، وهي أقرب المواقع الاستعمارية.	كانت هناك 100 سفينة قرصان في بويرتو ريكو.	neutral
3573	غير أنه في القرون الماضية كانت تُطارد القراصنة الكاريبيين، بعيداً عن قبضة السيادة الاستعماريين في هافانا وسان خوان في بورتوريكو ومدينة بنما، وهي أقرب المواقع الاستعمارية.	كان هناك قراصنة في الكاريبي.	entailment
3574	حاولت مكاتب السياحة إعادة تسمية منطقة L'Estrie ، ولكن حتى أكثر الكيوبيين المتشددين تشدد على العرف ، إذا كان تقريبًا ، ترجمة للمقاطعات.	يعتقد سكان السياحة أن المنطقة تحتاج إلى اسم أفضل لأن القديم يحتاج إلى مبتذل.	neutral
3575	حاولت مكاتب السياحة إعادة تسمية منطقة L'Estrie ، ولكن حتى أكثر الكيوبيين المتشددين تشدد على العرف ، إذا كان تقريبًا ، ترجمة للمقاطعات.	يريد رجال السياحة أن يمنح المنطقة اسمًا جديدًا.	entailment
